タイトル	請求記号	タイトルヨミ	別タイトル	著者	出版社	出版年（西暦）	出版年（和暦）	著作の構成	刊写の別	大きさ（縦×横）	注記	言語	種別	公開コレクション名	iiif viewer	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	viewingHint	コレクション	ソート用項目	西暦	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
其砧	A00:6433	ソノ キヌタ		富岡有佐著 ; 平砂編	江戸 ; 京都 : 西村源六 : 西村市郎右衛門	1741	寛保1	2巻2冊(1帙入)	刊	23 cm	分類:俳諧マイクロフィルム番号:4-11-8	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e260ea9c-6ee4-18ef-6895-c2540d0b84d6.json	e260ea9c-6ee4-18ef-6895-c2540d0b84d6	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/e260ea9c-6ee4-18ef-6895-c2540d0b84d6	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/14fce2cb5b22d61c895129f84aefe5d8a48e9e2c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172020	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	56		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172020/manifest					72
くずは道心	A00:4247	クズハ ドウシン			京都	1674	延宝2	1冊	刊	中	分類:浄瑠璃マイクロフィルム番号:4-13-10	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/720ab3e9-54b3-12b4-50d2-59de91f43e87.json	720ab3e9-54b3-12b4-50d2-59de91f43e87	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/720ab3e9-54b3-12b4-50d2-59de91f43e87	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2babbf17f822cdaa2752873e2456ed87a9d0b229.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/171995	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	57		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/171995/manifest					19
薩摩太夫芝居図考	A00:4100	サツマ ダユウ シバイズコウ		山東京伝著	江戸	不明	不明	1冊	写	大	分類:演劇マイクロフィルム番号:5-3-21	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7a2f0687-8592-8cb4-948c-644fae3d0b60.json	7a2f0687-8592-8cb4-948c-644fae3d0b60	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/7a2f0687-8592-8cb4-948c-644fae3d0b60	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/bd21077928acc6a41da573d0c5319395cb9b2e4d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172009	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	58		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172009/manifest					7
庭訓往来古註	A00:4015	テイキン オウライ コチュウ			不明	不明	不明	1冊	写	大	"印記 : 陽春盧記印記 : ●齋印記 : 南葵文庫巻頭小中村氏ノ貼紙ニヨレバ黒川●●義本ト相似タルモノニシテ、判信友ノ鑑定ニ依レバ文明頃ノモノナラントイフ。分類:往来物
マイクロフィルム番号:5-9-4"	日本語	和古書	南葵文庫	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/70e9efdf-16bf-4960-3e2d-9ef9a13a4405.json	70e9efdf-16bf-4960-3e2d-9ef9a13a4405	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/70e9efdf-16bf-4960-3e2d-9ef9a13a4405	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/96aff69b579563b80c26a2799023296cdc27fa69.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172021	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	59		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172021/manifest					56
新古今和歌集	A00:6231	シンコキン  ワカシュウ		藤原定家奉勅撰	不明	室町時代	室町時代	2冊	写	大	分類:歌集マイクロフィルム番号:6-9-1	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/950a3252-4bc7-7baa-40e0-5a15cb5610a8.json	950a3252-4bc7-7baa-40e0-5a15cb5610a8	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/950a3252-4bc7-7baa-40e0-5a15cb5610a8	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/57b196d2c652ebd63570a2a7499b411405fa2068.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172012	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	6		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172012/manifest					314
源氏(古浄瑠璃)	A00:4214	ゲンジ		萩原宗固著	不明	不明	不明	1冊	刊	中	分類:浄瑠璃マイクロフィルム番号:5-10-2	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b570aa8c-6e56-92b9-7bc2-67a459cd66df.json	b570aa8c-6e56-92b9-7bc2-67a459cd66df	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/b570aa8c-6e56-92b9-7bc2-67a459cd66df	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c3a6cae1609455955071036ac178ad1b7ada964f.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/171972	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	60		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/171972/manifest					15
浄土さんたん記并おはら問答	A00:4245	ジョウド サンタンキ ナラビ ニ オハラ モンドウ			京都 : 鶴屋喜右衛門	不明	不明	1冊	刊	中	"松更朱印・武宗黒印あり分類:浄瑠璃
マイクロフィルム番号:5-10-11"	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/16ea5dcc-3bea-13be-5929-c58d75822997.json	16ea5dcc-3bea-13be-5929-c58d75822997	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/16ea5dcc-3bea-13be-5929-c58d75822997	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c064b5b44c6d43b46671c1f11787fbb2651384df.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/171978	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	61		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/171978/manifest					21
瘈狗説	A00:6468	ケイクセツ		Greve,Wilhelm著 ; 宇田川	江戸	1821	文政4	119丁(帙入)	写	25cm	"書写者 : 宇田川榕庵 印記 : 土肥文庫分類:医学
マイクロフィルム番号:5-10-7"	日本語	和古書	鶚軒文庫	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b13ff573-4c25-98fc-43ab-9c85ab1f3a5c.json	b13ff573-4c25-98fc-43ab-9c85ab1f3a5c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/b13ff573-4c25-98fc-43ab-9c85ab1f3a5c	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c87b05ec9374ab59c470665141bca140d959fe56.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/171984	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	62		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/171984/manifest					126
落窪物語	A00:4083	オチクボ モノガタリ	おちくぼのさうし		不明	室町時代	室町時代	1冊	写	大	分類:室町物語マイクロフィルム番号:5-12-8	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9301d388-95ee-8b41-1c3c-c2951dae8693.json	9301d388-95ee-8b41-1c3c-c2951dae8693	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/9301d388-95ee-8b41-1c3c-c2951dae8693	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/babe9299e6f217b3c1a43b73650b447fa537ea1c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172003	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	63		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172003/manifest					31
栗崎文書	A00:6509	クリサキ モンジョ	栗崎通有日記	栗崎道有正羽著	不明	不明	不明	29丁,4枚(帙入)	写	23 cm	栗崎通有日記はその一部マイクロフィルム番号:5-13-1	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/88930f9c-4b42-93fb-73fe-dfd44f8f2460.json	88930f9c-4b42-93fb-73fe-dfd44f8f2460	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/88930f9c-4b42-93fb-73fe-dfd44f8f2460	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/61147ff400d760c58a6e43df8940f277a3b1ce6c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/171994	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	64		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/171994/manifest					7
蒲御曹子東童歌	A00:4252	カバ ノ オンゾウシ アズマ ノ ドウカ			京都 : 山本九兵衛	不明	不明	1冊	刊	小	"このぬしせんくわ黒印あり本書題名ニ就キ「古今外題年代記」、「浄瑠璃大系図」宇治加賀予作●中ニ「蒲御曹子東踏歌」トアルモ本書内題ニ依リ「蒲御曹子東童歌」トナシオクモノ也。分類:浄瑠璃
マイクロフィルム番号:6-4-8"	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2cb8bbad-724a-20ce-1f72-fd8cc7c436a4.json	2cb8bbad-724a-20ce-1f72-fd8cc7c436a4	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/2cb8bbad-724a-20ce-1f72-fd8cc7c436a4	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8668f5cbe12b8fd161e0f5d4473b16b10efe23c0.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/171981	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	65		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/171981/manifest					17
大じゃ	A00:4210	ダイジャ			江戸 : うろこがたや	不明	不明	1冊	刊	小	"破本分類:浄瑠璃
マイクロフィルム番号:6-5-23"	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1354de31-0d49-75ba-a01d-5310be0a0a8d.json	1354de31-0d49-75ba-a01d-5310be0a0a8d	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/1354de31-0d49-75ba-a01d-5310be0a0a8d	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a74b31e61f959783d0cc9e2cd68046074549f7f9.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/171967	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	66		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/171967/manifest					13
こあつもり	A00:6284	コアツモリ			江戸 : 西村伝兵衛	1715	正徳5	1冊	刊	小	"「右此本者太夫直之以正本為寫令板行者也正徳五年松正月吉日 籠込嘉町 西村傳兵衛新板」の刊記あり分類:浄瑠璃
マイクロフィルム番号:6-5-22"	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/01466091-970c-4f8a-2e36-bfb0e88733c8.json	01466091-970c-4f8a-2e36-bfb0e88733c8	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/01466091-970c-4f8a-2e36-bfb0e88733c8	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6f7176ba99cbc69ba7a2e7f261a906e0ddefa3b1.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/171987	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	67		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/171987/manifest					13
好問堂儲蔵書目	A00:6300	コウモンドウ チョゾウ ショモク		山崎美成	不明	不明	不明	6巻6冊	写	中	"自筆本印記 : 詩賈堂印記 : 南葵文庫分類:書目
マイクロフィルム番号:6-8-8"	日本語	和古書	南葵文庫	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/95db0d93-3107-4491-2084-9b7783f35e28.json	95db0d93-3107-4491-2084-9b7783f35e28	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/95db0d93-3107-4491-2084-9b7783f35e28	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/154b3e0636e6e70da1a77a2eb8a61aaf6458468f.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/171993	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	68		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/171993/manifest					297
陸詩考實	A00:6555	リクシ コウジツ		陸游(務観)著 ; 河世寧(子静)考実	不明	不明	不明	3冊	写	24 cm	"自筆稿本附  本傳年譜印記 : 河子静印記 : 志在幽古印記 : 河正寧印分類:漢詩
マイクロフィルム番号:2-35-1"	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d8480473-998e-5d50-41a5-f1464dd215df.json	d8480473-998e-5d50-41a5-f1464dd215df	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/d8480473-998e-5d50-41a5-f1464dd215df	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c1efe63deb31f772c2d3ec10979294212b5ee777.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172004	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	69		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172004/manifest					73
承久記	A00:6135	ショウキュウキ			不明	不明	不明	2巻1冊	写	大	"飛鳥井家本安藤素軒筆分類:軍記物語
マイクロフィルム番号:6-11-5"	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/06582fd8-23f9-121f-7314-1fbb0dc1438b.json	06582fd8-23f9-121f-7314-1fbb0dc1438b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/06582fd8-23f9-121f-7314-1fbb0dc1438b	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a87f6add2ef235bf25f9d5a0b9478ed20057aba1.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172014	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	7		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172014/manifest					73
延喜式	A00:6122	エンギシキ		藤原時平 , 藤原忠平[著]	不明	不明	不明	1冊	写	大	"刻板補闕原本河村秀●書入アリ分類:法制
マイクロフィルム番号:6-15-13"	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/262f6110-5c5b-09d4-7a28-0c0019fa5a79.json	262f6110-5c5b-09d4-7a28-0c0019fa5a79	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/262f6110-5c5b-09d4-7a28-0c0019fa5a79	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/16570fe6eb042804db95da674a63f4ef7bd38c93.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/171968	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	8		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/171968/manifest					34
子子子子子子	E24:1310	ネコ  ノ  コ  ノ  コネコ			不明	1758	宝暦8	2巻	刊	小	分類:黒本マイクロフィルム番号:6-15-22	日本語	和古書		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/00e1f95d-5bd4-0b85-403e-b0eb6cd422d4.json	00e1f95d-5bd4-0b85-403e-b0eb6cd422d4	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koten/document/00e1f95d-5bd4-0b85-403e-b0eb6cd422d4	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/34ade0bb37ba6da7423325744e67b3255f8ba497.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/172001	東京大学総合図書館 General Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		総合図書館所蔵古典籍	9		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/172001/manifest					15
